species,bio1,bio5,bio6,bio12,bio16,bio17,clade
Pseudechis_weigeli,266.3803374,369.5282687,135.1438532,867.0888391,583.0267287,8.730797775,Serpentes
Pseudelaenia_leucospodia,226.7905036,311.9033674,149.9569632,145.2271618,110.4773303,1.441538712,Passeriformes
Pseudelaphe_flavirufa,253.8826167,337.6668156,163.8914279,1276.396227,565.589481,105.3831505,Serpentes
Pseudemoia_baudini,169.8459308,287.0878071,59.44741039,316.4128576,121.5030365,44.53077703,Scincoidea
Pseudemoia_cryodroma,100.653669,241.3080986,-5.669843069,1265.30623,415.0853243,202.0216247,Scincoidea
Pseudemoia_entrecasteauxii,138.0364343,272.4205789,28.76037455,748.2875335,242.6142811,128.7519299,Scincoidea
Pseudemoia_pagenstecheri,120.7890086,253.1213964,10.35770485,914.81755,300.2782697,158.7763605,Scincoidea
Pseudemoia_rawlinsoni,120.7128171,249.8485928,17.49197758,958.4325445,309.9226693,163.7085029,Scincoidea
Pseudemoia_spenceri,119.6654986,251.50578,10.48412725,997.292882,314.3307093,177.7425963,Scincoidea
Pseudeos_fuscata,244.0094483,298.0891832,193.8538603,3041.815885,976.0326415,549.8594167,Psittaciformes
Pseuderemias_striatus,264.6035636,355.7622025,176.5687439,354.4362028,182.0414273,13.67899079,Lacertoidea
Pseudhirundo_griseopyga,225.6239838,322.6660504,117.0221103,1139.677259,610.5506392,28.28548476,Passeriformes
Pseudhymenochirus_merlini,270.6498018,358.4243133,189.9432472,2660.325959,1752.957997,19.15842478,Anura
Pseudis_bolbodactyla,231.9576282,311.7549184,137.6468874,1289.050129,670.3139813,31.90122756,Anura
Pseudis_cardosoi,161.5635309,257.540038,73.95922051,1804.822799,502.8656696,407.1514033,Anura
Pseudis_fusca,222.3630899,304.1507265,123.4318976,992.7601899,580.785469,13.56844345,Anura
Pseudis_minuta,182.6419692,310.5996558,73.27245566,1262.479181,372.6539318,248.8958407,Anura
Pseudis_paradoxa,253.1918807,329.5371439,177.3051138,1980.380304,834.9836858,170.3288738,Anura
Pseudis_platensis,222.9427833,314.4335266,119.274573,1473.162269,532.2512982,211.0616886,Anura
Pseudis_tocantins,263.5501661,344.1633356,177.1721994,1659.427904,820.7971437,19.83968709,Anura
Pseudoacontias_angelorum,208.7487832,286.0541888,125.701113,1790.036987,886.7356113,183.3387889,Scincoidea
Pseudoacontias_menamainty,262.6713226,323.7521362,186.7547615,1746.084595,1131.600883,18.88335666,Scincoidea
Pseudoacontias_unicolor,259.5028992,311.9996948,193.5436249,2086.470703,1235.378906,96.04683685,Scincoidea
Pseudobias_wardi,211.6501706,288.2619279,126.7408158,1860.398227,924.8275928,173.4287794,Passeriformes
Pseudoboa_haasi,182.7601655,283.033637,81.31503308,1654.978129,505.3121443,337.3406596,Serpentes
Pseudobranchus_axanthus,221.7618873,328.1827848,95.18851862,1303.940322,559.445679,166.7143815,Caudata
Pseudobranchus_striatus,192.7156926,329.8289928,38.69628858,1311.909128,471.9397436,219.5791342,Caudata
Pseudobufo_subasper,265.2575992,315.6752434,219.5926281,2765.090714,884.1477829,445.706551,Anura
Pseudocallulops_eurydactylus,214.5184008,267.7786613,166.904668,5740.534165,1576.242907,1262.480292,Anura
Pseudocalotes_brevipes,213.0241071,318.9662458,87.47008706,1569.214614,798.3922456,108.4370179,Iguania
Pseudocalotes_dringi,224.6853943,278.2183228,179.1524506,2856.650635,1258.261719,411.8691406,Iguania
Pseudocalotes_flavigula,205.7266388,259.2973328,153.1559601,2753.658936,939.982605,445.257019,Iguania
Pseudocalotes_floweri,256.6314207,319.4925159,187.9517001,2251.944635,1094.531048,61.35953364,Iguania
Pseudocalotes_khaonanensis,230.6678823,298.5579224,171.7719625,2112.630046,872.9483846,221.6841227,Iguania
Pseudocalotes_kingdonwardi,103.6501483,205.5573469,-33.01272268,1425.354531,836.8544545,42.63496232,Iguania
Pseudocalotes_poilani,239.8277267,321.2983414,142.7145795,2513.618427,1551.020251,34.20103665,Iguania
Pseudocalotes_ziegleri,192.5073364,267.747876,103.8702621,1982.933081,962.2007324,63.8445549,Iguania
Pseudocalyptomena_graueri,175.6338684,237.009265,111.9180138,1672.65921,618.8574723,94.64348097,Passeriformes
Pseudocerastes_fieldi,198.5483409,370.3896947,30.02103071,91.79682839,46.83005939,0.025801137,Serpentes
Pseudocerastes_persicus,223.4811939,383.3859838,60.91451553,596.3491134,418.2292903,10.54100464,Serpentes
Pseudocerastes_urarachnoides,158.20544,379.6921862,-20.85829306,432.3011712,219.2917703,0.093175649,Serpentes
Pseudocheirus_occidentalis,155.0442694,263.120159,73.44235763,973.0408121,468.7659277,64.69828429,Diprotodontia
Pseudocheirus_peregrinus,170.5238297,287.0739383,53.23340715,966.5146186,408.989069,122.6017862,Diprotodontia
Pseudochelidon_eurystomina,248.0317383,312.5357042,184.2843173,1679.561576,661.5508137,109.6237721,Passeriformes
Pseudochirops_albertisii,223.1878385,268.8699375,182.2036296,2925.05298,871.1294931,582.5519664,Diprotodontia
Pseudochirops_archeri,207.7006425,292.8938252,107.9839264,1798.712053,1016.468479,118.7455018,Diprotodontia
Pseudochirops_corinnae,185.209612,247.0808457,127.1530656,3162.19908,977.0308149,594.1845334,Diprotodontia
Pseudochirops_coronatus,196.5957858,245.4009724,154.6830711,2954.668787,838.3933738,613.10295,Diprotodontia
Pseudochirops_cupreus,187.9220954,249.478759,130.5682375,3290.002335,992.9401955,639.7414344,Diprotodontia
Pseudochirulus_canescens,250.3872428,302.5560124,202.2995188,2993.062435,964.0020079,536.1053793,Diprotodontia
Pseudochirulus_caroli,170.8936642,232.2745688,115.9108651,3221.048861,914.4659303,707.8776577,Diprotodontia
Pseudochirulus_cinereus,209.9941615,291.8452049,121.0792152,1528.229455,922.1729697,74.51300057,Diprotodontia
Pseudochirulus_forbesi,208.7115602,272.9900263,150.7095228,2625.06402,924.6236639,369.3867719,Diprotodontia
Pseudochirulus_herbertensis,206.9004452,292.4742068,105.4103602,1920.591943,1070.087059,133.7770797,Diprotodontia
Pseudochirulus_larvatus,196.5279871,257.036968,138.3862323,3161.010653,984.5132809,576.1876317,Diprotodontia
Pseudochirulus_mayeri,172.5649969,232.7100282,116.6436846,3634.445433,1026.467948,786.3227584,Diprotodontia
Pseudochirulus_schlegeli,204.8387403,252.7109871,163.3000477,2935.545342,841.4482625,604.4550041,Diprotodontia
Pseudocolaptes_boissonneauii,151.9817301,222.3009586,74.69391976,1439.063447,561.7131126,169.8185127,Passeriformes
Pseudocolaptes_johnsoni,194.3110687,249.5211049,140.8814193,2882.647769,955.0022654,461.1232912,Passeriformes
Pseudocolaptes_lawrencii,157.4646618,214.1256123,101.5432527,2946.509948,1181.108749,208.4370693,Passeriformes
Pseudocolopteryx_acutipennis,200.3890373,303.8023301,82.62138149,1030.892581,465.4404565,80.36492416,Passeriformes
Pseudocolopteryx_citreola,160.4920797,296.5872471,31.78663638,708.0150557,342.0034785,57.32136114,Passeriformes
Pseudocolopteryx_dinelliana,213.6969558,336.8935144,85.77757234,931.5503711,372.9667091,84.95932576,Passeriformes
Pseudocolopteryx_flaviventris,189.9805589,322.4697997,69.86138188,1006.776964,346.8203355,140.6330601,Passeriformes
Pseudocolopteryx_sclateri,210.720201,321.8197725,106.6719437,1158.716382,412.7640434,152.5085153,Passeriformes
Pseudocophotis_sumatrana,252.4580449,307.6151382,198.8156188,2594.151098,918.5578331,362.750463,Iguania
Pseudocordylus_langi,93.30740545,191.8406282,-30.59874929,875.1084997,395.2205847,41.76636082,Scincoidea
Pseudocordylus_melanotus,148.9911747,258.0736679,8.656826018,780.1836381,359.1060128,42.07129192,Scincoidea
Pseudocordylus_microlepidotus,151.0495496,279.4761086,22.65386378,478.1169095,180.570964,64.55211259,Scincoidea
Pseudocordylus_spinosus,134.1738805,231.9424983,-0.824877261,922.2212268,430.2746954,47.08176231,Scincoidea
Pseudocordylus_transvaalensis,176.2753357,274.3470217,30.80252058,698.1327425,368.5102534,20.66484034,Scincoidea
Pseudoeryx_plicatilis,247.0363447,324.4142952,166.4873339,1819.138059,779.1626709,152.2971782,Serpentes
Pseudoeurycea_ahuitzotl,183.5265121,266.7030487,109.4780464,1567.780273,953.1177673,30.13949776,Caudata
Pseudoeurycea_altamontana,121.6598348,223.8617598,9.030229011,1242.031388,741.5495212,36.37123686,Caudata
Pseudoeurycea_amuzga,221.3710327,323.7567139,108.8735428,1949.918213,1252.717285,27.50460243,Caudata
Pseudoeurycea_anitae,155.624115,256.3399963,53.2686615,1138.245239,666.2588501,36.3708992,Caudata
Pseudoeurycea_aurantia,136.1574402,237.4084015,38.65550613,1588.428833,845.5930786,70.7748642,Caudata
Pseudoeurycea_brunnata,131.6361967,206.2270748,37.19984082,1945.465663,918.7382028,42.78385081,Caudata
Pseudoeurycea_cochranae,168.7087157,270.9483741,62.97791211,1039.072176,594.5135829,29.15606577,Caudata
Pseudoeurycea_conanti,201.1336975,298.8917236,94.23466873,1438.963135,832.8861084,32.70822525,Caudata
Pseudoeurycea_exspectata,142.104126,205.2781219,81.55255508,1859.136597,908.4144592,68.66350937,Caudata
Pseudoeurycea_firscheini,143.5743917,248.3634466,38.27817345,926.9067281,489.0627492,52.36175283,Caudata
Pseudoeurycea_gadovii,122.3300122,223.2118212,20.3250699,1166.546056,619.9027695,65.36320875,Caudata
Pseudoeurycea_goebeli,139.1332588,218.2215108,45.27724495,1453.994035,698.8072937,29.79725208,Caudata
Pseudoeurycea_juarezi,151.1304768,238.3354819,67.68661772,2192.121251,1143.815996,129.7864587,Caudata
Pseudoeurycea_leprosa,130.3771392,233.3549653,21.61672607,950.0038867,506.7439605,46.01313665,Caudata
Pseudoeurycea_lineola,190.2180111,275.7743401,102.6756574,2027.777489,1027.224015,144.6910365,Caudata
Pseudoeurycea_longicauda,126.9309998,228.0084239,17.96834264,1095.193399,661.5556379,48.25010817,Caudata
Pseudoeurycea_lynchi,143.5630581,234.1169117,51.12330646,1657.173823,813.5678312,141.7777487,Caudata
Pseudoeurycea_melanomolga,123.6963465,217.5763729,28.4082599,1176.036682,602.4478096,84.05102158,Caudata
Pseudoeurycea_mixcoatl,208.9985542,301.0883713,123.3100672,1260.210159,783.2200394,23.03588557,Caudata
Pseudoeurycea_mixteca,166.1748962,279.1253204,46.86502361,729.3484955,393.496666,25.55165195,Caudata
Pseudoeurycea_nigromaculata,204.1939087,290.5715698,116.9429398,2049.745581,1046.447205,134.775882,Caudata
Pseudoeurycea_obesa,157.0753326,257.1659546,57.70577621,1615.233765,899.0551758,73.00951385,Caudata
Pseudoeurycea_orchileucos,217.6689331,306.7810425,127.4675156,3129.277979,1572.299121,203.1931702,Caudata
Pseudoeurycea_orchimelas,225.9089751,305.0699603,151.9974937,2699.511022,1229.286784,187.2093836,Caudata
Pseudoeurycea_papenfussi,137.4409637,234.3169153,44.24204712,1621.963491,852.4521143,75.41359467,Caudata
Pseudoeurycea_rex,136.9651619,215.9414984,47.96631443,1595.153809,742.0999186,72.78674227,Caudata
Pseudoeurycea_robertsi,105.8115387,198.936264,6.457791805,990.2147217,527.098877,65.89241028,Caudata
Pseudoeurycea_saltator,167.4953766,259.8912964,75.49056244,1923.518433,1003.354187,98.66130066,Caudata
Pseudoeurycea_smithi,137.4630524,234.0103363,44.77289505,1376.937708,732.9351959,61.75969887,Caudata
Pseudoeurycea_tenchalli,184.3018158,267.3559601,110.1751373,1569.661792,955.126123,29.75257111,Caudata
Pseudoeurycea_teotepec,189.7127151,273.886233,114.312823,1556.076111,951.117747,28.67278512,Caudata
Pseudoeurycea_tlahcuiloh,183.5265121,266.7030487,109.4780464,1567.780273,953.1177673,30.13949776,Caudata
Pseudoeurycea_tlilicxitl,127.8663603,233.7289829,9.64077556,1037.676358,608.6961299,32.48029464,Caudata
Pseudoeurycea_unguidentis,129.6613846,225.2516479,39.48194504,1277.343445,678.338501,57.95040894,Caudata
Pseudoeurycea_werleri,203.2657657,280.7360535,129.0123435,2984.339762,1386.548937,218.7150302,Caudata
Pseudoferania_polylepis,262.0294289,353.9667854,150.0674113,1137.486618,768.3350768,13.37238706,Serpentes
Pseudoficimia_frontalis,223.3621416,330.1553121,108.4657948,1006.204208,657.7907225,18.04606891,Serpentes
Pseudogekko_brevipes,253.5143804,303.2294791,205.0269626,3111.243167,1187.585836,506.0178365,Gekkota
Pseudogekko_compressicorpus,258.2268682,314.3629028,206.6570616,2572.475106,979.8550486,340.1906032,Gekkota
Pseudogekko_smaragdinus,263.760444,322.749109,211.4553425,3335.343904,1474.533158,452.6633991,Gekkota
Pseudogonatodes_barbouri,205.7136799,274.5298628,143.1221418,1322.071167,418.7358398,224.0112957,Gekkota
Pseudogonatodes_furvus,231.2845154,289.2550049,168.2089996,2307.249023,1050.362183,65.38916016,Gekkota
Pseudogonatodes_gasconi,257.6515788,322.9696594,183.9530212,1791.705412,700.2310262,143.2203857,Gekkota
Pseudogonatodes_manessi,221.1946364,284.3548401,152.3083159,1102.448947,438.2995749,85.65564396,Gekkota
Pseudogonatodes_peruvianus,196.4817388,264.5982085,127.7648395,748.8549259,260.5518679,96.33480876,Gekkota
Pseudohaje_nigra,262.4756802,340.1668942,195.7172586,1855.352477,858.8271369,100.7777065,Serpentes
Pseudohynobius_flavomaculatus,139.8508209,286.856924,1.419194624,1392.867919,592.9931986,85.69430276,Caudata
Pseudohynobius_shuichengensis,135.4032657,247.3855274,1.961665484,1146.6453,618.0583887,48.51449521,Caudata
Pseudois_nayaur,-8.111055602,157.6576943,-197.7821674,370.3570979,225.0953611,11.1426189,Cetartiodactyla
Pseudoleistes_guirahuro,210.1318401,304.7875354,107.1364334,1439.172439,563.3030925,174.6537566,Passeriformes
Pseudoleistes_virescens,174.7064789,315.4687678,49.68557129,899.9649227,321.1886659,119.8242349,Passeriformes
Pseudoleptodeira_latifasciata,249.3015712,349.0497455,146.3055462,1084.799634,706.3239701,12.11747096,Serpentes
Pseudonaja_affinis,168.7843664,305.7672877,56.20679007,406.582094,170.769443,49.59266408,Serpentes
Pseudonaja_aspidorhyncha,201.4352607,351.8760178,50.92590377,322.5069512,124.7337106,50.62490354,Serpentes
Pseudonaja_guttata,237.4393046,375.1030301,77.07747234,383.2355178,215.2008632,26.40245082,Serpentes
Pseudonaja_inframacula,170.6915079,292.6677311,61.19617728,318.6598989,124.1399437,41.76153679,Serpentes
Pseudonaja_ingrami,252.1397497,383.2289213,91.80348639,392.6925888,245.4946453,15.22915275,Serpentes
Pseudonaja_mengdeni,221.9381628,367.2343875,69.8756478,303.8634307,154.1779597,26.85875448,Serpentes
Pseudonaja_modesta,227.6263842,371.9997818,72.79964462,310.343785,164.7784983,23.7967007,Serpentes
Pseudonaja_nuchalis,259.5710134,367.245956,126.12439,809.4090226,543.4345014,11.43676761,Serpentes
Pseudonaja_textilis,208.4777764,341.7908304,65.16197653,572.0363399,273.3248339,61.00421516,Serpentes
Pseudonestor_xanthophrys,149.8619232,212.2097168,86.57421875,2237.422546,789.0598907,323.9013176,Passeriformes
Pseudonigrita_arnaudi,225.5827971,312.3310117,143.3865203,782.4534728,385.1954177,23.19782998,Passeriformes
Pseudonigrita_cabanisi,237.3120281,335.2045294,152.553691,531.26729,270.5699599,20.48122826,Passeriformes
Pseudopaludicola_boliviana,254.5732386,330.26836,176.5517052,2010.36228,825.900539,196.9961118,Anura
Pseudopaludicola_canga,257.8336227,323.9367989,195.5085423,1941.368215,918.5940745,94.458305,Anura
Pseudopaludicola_ceratophyes,259.4504492,319.49604,195.1441252,2439.739478,815.1643872,345.0386829,Anura
Pseudopaludicola_falcipes,197.3917758,300.847539,91.46821327,1361.659761,513.9382073,190.0184552,Anura
Pseudopaludicola_llanera,269.7466135,342.0697719,209.6481963,1678.669685,813.6359693,58.1625907,Anura
Pseudopaludicola_mineira,197.1695216,277.8359823,100.0379352,1512.854432,831.7837207,33.80474254,Anura
Pseudopaludicola_mirandae,221.9874427,345.6810081,112.4809692,1331.524059,401.2785783,193.7742337,Anura
Pseudopaludicola_mystacalis,221.3389576,307.3584141,122.8406758,1380.329134,612.0713608,115.4767697,Anura
Pseudopaludicola_pusilla,272.7304138,333.7501239,210.9301041,1380.652564,548.8146275,91.8241996,Anura
Pseudopaludicola_riopiedadensis,226.4396166,302.8644453,118.2848238,1257.533569,644.4201747,68.30747114,Anura
Pseudopaludicola_saltica,224.9202331,302.5695665,125.152772,1409.707644,698.7989046,58.68123398,Anura
Pseudopaludicola_ternetzi,240.0724322,320.9501639,149.6239892,1289.720539,674.9896325,13.16124291,Anura
Pseudophilautus_abundus,264.203329,315.3631945,215.3551331,3794.777704,1262.760533,512.4132321,Anura
Pseudophilautus_alto,174.8459647,252.865097,116.0574199,2039.189941,732.3396519,314.4809745,Anura
Pseudophilautus_amboli,234.8975716,330.6385345,149.0919189,3394.213196,2840.084351,7.878026962,Anura
Pseudophilautus_asankai,191.3319168,265.3570302,135.0209071,2529.1462,821.4865214,341.3898061,Anura
Pseudophilautus_auratus,220.3223175,279.5222412,170.48974,2664.995947,924.1080078,466.1070068,Anura
Pseudophilautus_caeruleus,206.1505356,275.0864716,151.2089539,2655.04541,908.5535889,357.9270325,Anura
Pseudophilautus_cavirostris,259.8788588,309.2094557,212.4279446,3357.164578,1109.846449,507.5163218,Anura
Pseudophilautus_cuspis,235.2870789,290.6467438,186.2056478,3151.334147,1048.251363,558.6195831,Anura
Pseudophilautus_decoris,220.5289358,279.4567668,170.6468048,2617.31722,913.9952799,457.7964071,Anura
Pseudophilautus_femoralis,190.3754349,260.9083176,135.6113358,2289.914612,801.0217285,381.3618011,Anura
Pseudophilautus_fergusonianus,246.9818115,306.4329895,192.7913147,2124.085059,901.6848389,249.7460526,Anura
Pseudophilautus_folicola,259.7152863,312.9854736,210.5596466,3710.566162,1206.239441,528.6459045,Anura
Pseudophilautus_frankenbergi,192.6520767,263.1356812,136.066864,2045.972229,797.349762,259.1697998,Anura
Pseudophilautus_fulvus,230.1200797,296.7411887,170.4308777,2356.584783,1019.852112,293.9237893,Anura
Pseudophilautus_hallidayi,235.6508767,300.916845,177.7275483,2434.710114,894.2677656,322.5661632,Anura
Pseudophilautus_hoffmanni,214.2120743,282.9684906,156.814949,2566.297363,1047.034119,381.8643799,Anura
Pseudophilautus_hoipolloi,263.3027725,306.1168111,220.978892,2829.042216,948.6684443,408.0531336,Anura
Pseudophilautus_kani,242.0472199,298.2622674,188.2359718,1435.175264,565.0415465,114.9842544,Anura
Pseudophilautus_lunatus,215.7554932,276.4495544,165.638237,2555.930908,885.8859558,447.09758,Anura
Pseudophilautus_macropus,233.7493744,299.3913269,173.5276794,2338.188232,1034.662354,263.7767639,Anura
Pseudophilautus_microtympanum,174.8109065,253.8586775,116.4822595,2265.508754,731.7164917,319.8139997,Anura
Pseudophilautus_mittermeieri,264.7171326,305.9500732,223.5839996,2808.084961,943.0791626,398.0845642,Anura
Pseudophilautus_mooreorum,216.1623192,285.0590134,158.3322296,2515.965393,1024.271744,382.6898727,Anura
Pseudophilautus_ocularis,219.2912292,278.7559814,169.3104401,2569.340088,897.6246745,445.3197123,Anura
Pseudophilautus_poppiae,215.7480469,276.0910645,165.7765045,2542.912109,886.3956299,449.8010559,Anura
Pseudophilautus_popularis,267.3350221,319.1397604,216.7635442,3494.180062,1191.488907,439.0629314,Anura
Pseudophilautus_regius,267.7263849,323.961921,211.2012755,1837.036109,905.9057708,160.2988723,Anura
Pseudophilautus_reticulatus,252.9045258,304.608223,204.2821312,3384.204407,1105.261002,476.9268265,Anura
Pseudophilautus_rus,242.0483246,310.0483398,180.6936951,2193.388428,860.645813,347.4495544,Anura
Pseudophilautus_sarasinorum,233.9360962,299.921875,173.9057295,2324.655301,1002.373922,290.5153283,Anura
Pseudophilautus_schmarda,187.7334836,262.7618955,130.5228271,2384.254398,820.3190997,336.0348442,Anura
Pseudophilautus_semiruber,164.4516602,246.5628204,104.1935883,2008.916992,714.8134155,310.2575989,Anura
Pseudophilautus_silus,173.8739548,252.8327179,115.2507744,2329.749573,774.3092651,320.6945648,Anura
Pseudophilautus_silvaticus,220.3223175,279.5222412,170.48974,2664.995947,924.1080078,466.1070068,Anura
Pseudophilautus_sordidus,241.763053,303.03179,187.6038561,3324.207074,1122.023057,450.2431998,Anura
Pseudophilautus_steineri,207.1316071,278.2731934,150.0383911,2565.950195,1060.447021,380.9621277,Anura
Pseudophilautus_stictomerus,259.6387238,307.3013794,214.29048,3430.09187,1104.929706,527.4518616,Anura
Pseudophilautus_wynaadensis,235.414631,299.1215808,176.0839592,1831.412746,900.9207871,85.43850341,Anura
Pseudophilautus_zorro,242.6198425,310.0009155,181.7899933,2262.902832,858.8034058,340.1418762,Anura
Pseudophryne_australis,157.4493336,268.5711351,35.40154042,1099.423987,392.1116003,168.6713249,Anura
Pseudophryne_bibronii,158.9621173,288.8421343,35.21431422,802.8664436,291.4278762,123.9921411,Anura
Pseudophryne_coriacea,166.8263519,273.3213673,43.08052194,1240.012145,488.1115375,153.0908465,Anura
Pseudophryne_corroboree,67.30185871,198.9917055,-38.80706447,1705.947579,590.6027216,262.9702023,Anura
Pseudophryne_covacevichae,199.2619043,289.7588726,94.12334522,1325.192203,772.2413009,80.9608851,Anura
Pseudophryne_dendyi,114.8171803,240.4401951,6.65755542,1005.940255,308.7635903,188.1804187,Anura
Pseudophryne_douglasi,257.4023598,396.0721296,111.6804045,309.3750628,171.39287,7.57976695,Anura
Pseudophryne_guentheri,172.4712439,313.9760071,63.29148044,512.2030901,243.7126431,45.85537139,Anura
Pseudophryne_major,194.3139934,307.1501504,58.10818619,878.2890187,360.8482415,114.3016838,Anura
Pseudophryne_occidentalis,195.1198709,352.5056827,55.82447137,258.7567095,101.3909156,34.89507975,Anura
Pseudophryne_pengilleyi,95.89333834,243.6613274,-24.01711389,1250.870985,410.4767603,223.3336359,Anura
Pseudophryne_raveni,209.8180056,305.8949594,86.58167545,1009.793275,448.6041263,109.8921961,Anura
Pseudophryne_semimarmorata,126.2014863,240.3739966,36.55157575,841.9897299,276.8752309,136.9839506,Anura
Pseudopipra_pipra,258.399802,321.6754475,199.718505,2364.590132,934.9378725,269.494395,Passeriformes
Pseudopodoces_humilis,-22.68504061,145.978831,-216.141713,312.0003823,195.5300871,8.217100636,Passeriformes
Pseudorabdion_albonuchalis,253.4913861,299.3551021,211.9786923,3222.812819,1011.809984,624.3882464,Serpentes
Pseudorabdion_ater,233.9736694,289.4220215,182.2995331,2191.257886,794.0633057,233.766394,Serpentes
Pseudorabdion_collaris,255.4715257,301.6847244,213.1987574,3014.701536,940.9770882,543.420879,Serpentes
Pseudorabdion_eiselti,241.5195246,298.565278,184.7469178,2934.404432,952.7306086,489.0459329,Serpentes
Pseudorabdion_longiceps,255.4189001,305.6458679,208.5207086,2831.470444,942.0495729,469.3337124,Serpentes
Pseudorabdion_mcnamarae,263.0606474,317.943273,216.5663927,2363.684286,940.559674,193.8351027,Serpentes
Pseudorabdion_montanum,220.3835907,275.3106003,171.5964737,2508.472534,910.6103668,239.1453285,Serpentes
Pseudorabdion_oxycephalum,261.9900887,316.9313984,215.6916027,2387.696049,959.1105124,192.6363375,Serpentes
Pseudorabdion_saravacense,254.8744564,302.2027813,211.8154823,3693.382987,1157.353104,710.2050983,Serpentes
Pseudorabdion_talonuran,219.7177734,270.0836334,177.3413315,3175.524902,1413.157837,159.1049194,Serpentes
Pseudorana_sangzhiensis,162.8514046,302.5250258,18.59166478,1514.453754,697.7863096,115.4963587,Anura
Pseudorana_weiningensis,115.1876985,229.1435464,-25.62804173,982.5453985,558.7343027,28.97191324,Anura
Pseudorectes_ferrugineus,258.428781,310.8339722,209.8899564,3002.892954,979.1189023,532.3120757,Passeriformes
Pseudorectes_incertus,265.0424688,320.5970955,214.8739616,3804.389316,1179.107739,749.9843579,Passeriformes
Pseudosaltator_rufiventris,128.1295358,236.6937627,-9.135324566,525.8765664,318.9421962,13.50184177,Passeriformes
Pseudoseisura_cristata,237.8099213,315.9418175,156.0615035,843.7124615,444.528059,33.57291971,Passeriformes
Pseudoseisura_gutturalis,128.1197794,282.2964823,-5.32313149,244.386807,93.05789042,34.40582463,Passeriformes
Pseudoseisura_lophotes,194.5551393,331.3682509,61.3239009,754.3858234,301.6732971,75.2604338,Passeriformes
Pseudoseisura_unirufa,253.2187032,333.8968821,155.9765093,1420.397902,641.4943095,93.70234904,Passeriformes
Pseudospingus_verticalis,130.2491757,189.0918919,74.04920038,1520.22386,516.6897758,238.5648566,Passeriformes
Pseudospingus_xanthophthalmus,151.691717,234.1800338,56.15103292,1093.417841,452.8864147,98.42187113,Passeriformes
Pseudothecadactylus_australis,260.5496094,326.6764033,191.7016288,1710.425802,1147.104052,21.63886118,Gekkota
Pseudothecadactylus_cavaticus,269.0706814,344.3703957,168.3739258,1276.994391,925.9945106,15.5472959,Gekkota
Pseudothecadactylus_lindneri,268.9918136,356.9954138,163.5236853,1358.868538,895.7270842,5.91077141,Gekkota
Pseudotomodon_trigonatus,144.7898252,302.4732887,2.092272867,282.1961741,114.7220314,33.3867066,Serpentes
Pseudotriccus_pelzelni,185.0324469,248.9901438,121.2615372,2024.569859,720.4153367,287.1642495,Passeriformes
Pseudotriccus_ruficeps,146.405539,218.8527346,66.23457093,1507.802373,590.9219822,182.4592286,Passeriformes
Pseudotriccus_simplex,193.9520032,270.5578185,102.6893123,1878.321382,832.6681512,177.0212974,Passeriformes
Pseudotriton_montanus,159.3889236,316.4809283,-6.88783809,1281.297594,397.9609681,250.4966059,Caudata
Pseudotriton_ruber,136.2253481,304.7169727,-36.48102113,1248.514055,369.343695,251.1265138,Caudata
Pseudoxenodon_bambusicola,196.8259648,315.2017068,64.11659286,1614.300582,767.5905719,124.3193024,Serpentes
Pseudoxenodon_baramensis,248.2094006,290.4091376,208.409381,3759.274504,1100.790161,773.7819942,Serpentes
Pseudoxenodon_inornatus,249.2477729,309.9555274,187.1168798,2538.28766,1050.281386,242.2951989,Serpentes
Pseudoxenodon_karlschmidti,199.8615234,308.51274,76.15579502,1491.66809,740.4286452,90.75287113,Serpentes
Pseudoxenodon_macrops,180.7132918,294.3606445,45.90734123,1517.633534,799.8991385,75.15801039,Serpentes
Pseudoxenodon_stejnegeri,164.6980268,310.4156147,15.56434577,1397.772667,631.6055886,127.4723148,Serpentes
Pseudoxyrhopus_ambreensis,213.9560389,286.6902033,129.8656712,1517.295587,925.8366502,49.05856877,Serpentes
Pseudoxyrhopus_analabe,203.9915056,284.1636433,121.3896009,1800.988262,947.7690501,157.0714299,Serpentes
Pseudoxyrhopus_ankafinaensis,172.9572194,256.6259308,82.01762899,1333.088582,740.8158773,99.67116292,Serpentes
Pseudoxyrhopus_heterurus,221.0122773,293.0747881,145.703674,2159.745525,960.3531486,236.3351098,Serpentes
Pseudoxyrhopus_imerinae,175.7105004,260.2124313,78.9873106,1425.84699,764.444317,91.08275636,Serpentes
Pseudoxyrhopus_kely,227.2625471,308.7915709,128.2841353,1471.236608,720.5496479,150.3623788,Serpentes
Pseudoxyrhopus_microps,215.2365996,289.6797464,132.3269953,1909.655999,943.3892507,180.6481027,Serpentes
Pseudoxyrhopus_oblectator,188.8354118,270.8070635,98.43884659,1763.770948,929.9466114,136.9995164,Serpentes
Pseudoxyrhopus_quinquelineatus,248.1777391,329.8000384,142.5702176,1053.185218,716.3817454,19.52569626,Serpentes
Pseudoxyrhopus_sokosoko,214.3705999,295.911588,117.7006891,1461.413061,681.8832539,168.8810726,Serpentes
Pseudoxyrhopus_tritaeniatus,209.4246027,285.9471716,125.2098236,1935.994368,945.2927558,188.3950281,Serpentes
Psilophthalmus_paeminosus,252.6851778,339.6717072,157.3153578,649.8745239,324.8160211,8.292139132,Lacertoidea
Psilopogon_annamensis,227.4145676,303.9059613,131.1065513,1901.011793,1083.971668,59.01693569,Piciformes
