species,bio1,bio5,bio6,bio12,bio16,bio17,clade
Algyroides_nigropunctatus,126.2030753,274.3170327,5.26734556,1140.616288,428.7444466,156.1809698,Lacertoidea
Alionycteris_paucidentata,210.1108583,269.4247908,154.9860079,2718.844141,914.8454689,435.6370045,Chiroptera
Alipiopsitta_xanthops,243.6527994,325.0581028,148.7573321,1401.227508,685.3292608,38.74207668,Psittaciformes
Alisterus_amboinensis,251.1737765,296.1009131,211.8575641,2632.51107,856.2889903,475.4332042,Psittaciformes
Alisterus_chloropterus,246.555319,301.5266901,195.2596653,3291.316381,1027.175872,626.76924,Psittaciformes
Alisterus_scapularis,173.5681632,298.7255092,41.38107044,878.5029785,349.6099555,124.3903883,Psittaciformes
Allenia_fusca,249.5235382,297.4261078,195.6587367,1993.286173,704.59002,264.7647791,Passeriformes
Allenopithecus_nigroviridis,250.1906053,312.2564088,194.8837079,1863.669437,626.5633685,280.7655768,Primates
Allobates_alessandroi,208.3543041,281.3921303,129.1618896,3815.448266,1557.985454,513.3264465,Anura
Allobates_algorei,206.0054445,264.8359039,143.3260196,1662.699566,705.1079823,105.0077961,Anura
Allobates_amissibilis,253.3657684,313.5595169,201.2335758,2261.729034,1043.333656,255.2400265,Anura
Allobates_bromelicola,193.5287094,260.8938141,119.1807785,1215.956238,439.4097137,98.95189285,Anura
Allobates_brunneus,256.4071445,326.1534417,188.2031309,2401.724999,955.4507603,233.3405182,Anura
Allobates_caeruleodactylus,271.867977,327.592628,223.8056337,2176.86574,802.9891774,258.7205109,Anura
Allobates_caribe,266.6684418,313.1537933,216.8995667,1208.166748,491.1875916,87.58963776,Anura
Allobates_cepedai,248.5248266,319.5258258,191.7204776,3398.806957,1430.652086,124.1700688,Anura
Allobates_conspicuus,258.0980134,321.8839304,187.390995,2157.690982,756.8329073,256.6381916,Anura
Allobates_crombiei,251.7166913,312.6614684,194.242214,2175.736825,1004.181364,132.383007,Anura
Allobates_femoralis,259.6791048,326.800371,195.1963767,2305.454953,925.0461594,235.1142498,Anura
Allobates_fratisenescus,172.102712,238.2764486,111.7921918,1990.187297,709.744812,316.2443949,Anura
Allobates_fuscellus,257.3386132,320.0417532,190.2609578,2375.721725,888.4012988,242.7432543,Anura
Allobates_gasconi,256.2541375,317.9356798,187.0980922,2292.624469,868.9075064,208.8788092,Anura
Allobates_goianus,227.8972839,298.3530398,147.0655594,1516.513107,752.6504017,23.08704784,Anura
Allobates_granti,250.6918963,318.1296698,198.6779194,2467.891903,973.7521323,229.7805621,Anura
Allobates_humilis,158.6761961,225.5944864,83.25181509,1058.716015,463.9024692,67.63837927,Anura
Allobates_ignotus,218.6106028,281.7907583,149.6084651,2278.398633,938.4176432,166.648882,Anura
Allobates_insperatus,247.9394806,305.4278166,193.0921255,3132.579875,967.0030453,602.0806382,Anura
Allobates_juanii,227.6821317,286.7083525,174.2112531,4269.026695,1568.022408,421.0259323,Anura
Allobates_kingsburyi,194.5795175,255.9261382,134.9020052,3787.532587,1248.197861,701.8095354,Anura
Allobates_mandelorum,166.5326261,224.2523934,106.5731244,1840.496067,737.494161,148.8502375,Anura
Allobates_marchesianus,259.2212013,325.971537,193.744073,2432.663783,929.0944136,274.0298545,Anura
Allobates_masniger,265.8873529,328.9957167,209.1038566,1980.481719,875.2440512,197.2511853,Anura
Allobates_mcdiarmidi,187.7099193,267.9576029,91.15652381,1470.728072,684.2168286,113.0352,Anura
Allobates_melanolaemus,261.0334036,316.5163845,203.8017002,2791.867156,870.9165648,515.8547979,Anura
Allobates_myersi,257.9064435,312.5893366,205.1704495,2959.654306,949.218916,521.6521691,Anura
Allobates_niputidea,275.9627091,335.5256716,222.3764367,2807.777153,1023.847549,299.1581788,Anura
Allobates_olfersioides,227.8282114,298.3154776,153.8469467,1243.261464,520.582819,146.2272103,Anura
Allobates_ornatus,249.7381248,321.0316467,171.1456375,1236.35318,404.0653381,210.6615906,Anura
Allobates_paleovarzensis,272.030405,327.1419126,225.1650883,2277.309957,874.6439113,256.7944471,Anura
Allobates_picachos,203.5175018,263.3203761,151.0559349,2134.022359,773.2590298,248.7305035,Anura
Allobates_pittieri,231.3211171,296.6375079,161.9323708,1127.468922,477.8702237,64.56301608,Anura
Allobates_sanmartini,277.2281365,345.7973187,221.794801,1572.814359,878.2345252,30.55993095,Anura
Allobates_spumaponens,262.8836746,321.3950119,211.3232689,2626.771362,1083.038696,347.0235519,Anura
Allobates_subfolionidificans,259.0539042,325.6228502,182.3943617,1956.177097,835.4097765,117.6570367,Anura
Allobates_sumtuosus,264.2856045,325.5912539,211.1687528,2245.797578,870.876571,306.8692821,Anura
Allobates_talamancae,253.7119531,305.1100116,206.8143303,3889.227064,1344.425264,516.007023,Anura
Allobates_trilineatus,257.7117176,323.397806,186.2092782,2301.192913,811.2450431,337.5694313,Anura
Allobates_undulatus,269.6075033,351.3056742,197.0028822,2622.802653,1305.097385,102.8112191,Anura
Allobates_vanzolinius,259.5229851,317.0435636,202.6448369,2653.313799,937.7739239,336.6312617,Anura
Allobates_wayuu,273.8572482,327.5644907,219.1633864,391.940648,226.6577242,25.3366014,Anura
Allobates_zaparo,249.6055839,306.7154351,194.154705,3092.425024,942.3470713,603.3270597,Anura
Allocebus_trichotis,211.5624539,286.9862294,133.6725352,1897.861172,916.7956723,186.8716075,Primates
Allochrocebus_lhoesti,233.3742632,296.2096707,172.8591591,1765.125944,586.10551,243.0221337,Primates
Allochrocebus_preussi,226.4728206,299.3884096,168.8783441,2338.76865,1088.973731,83.33697551,Primates
Allochrocebus_solatus,245.1785682,309.185124,178.5876883,1779.578469,774.0214666,30.97263528,Primates
Allopaa_hazarensis,106.4300577,267.9867466,-54.86396502,808.8668702,343.6721993,84.36810131,Anura
Allophryne_ruthveni,261.2886445,327.8788901,201.461598,2244.809354,952.7018617,205.013426,Anura
Alluaudina_bellyi,235.1600497,305.3515222,152.2564248,1623.219224,973.4224501,72.46199645,Serpentes
Alluaudina_mocquardi,256.4374272,319.420713,180.2677871,1601.715182,1042.249545,49.95135351,Serpentes
Alopecoenas_beccarii,181.875811,242.8758188,124.8240791,3123.323821,954.1600809,594.4470246,Columbiformes
Alopecoenas_canifrons,273.7626767,313.953868,235.7385261,3505.222784,1156.6629,574.3012271,Columbiformes
Alopecoenas_erythropterus,238.2446943,284.8515091,192.4661176,1773.332593,737.0313246,225.9533352,Columbiformes
Alopecoenas_hoedtii,249.8963305,303.9753848,189.5682971,1447.535824,732.3527274,43.57746559,Columbiformes
Alopecoenas_jobiensis,240.5786409,294.9751671,189.983695,3236.111856,1025.043434,603.584993,Columbiformes
Alopecoenas_johannae,248.671503,293.2581773,207.373287,3378.053465,1140.422497,641.7585008,Columbiformes
Alopecoenas_kubaryi,266.4466223,305.7399099,225.0914756,4728.936845,1350.508677,893.9359805,Columbiformes
Alopecoenas_sanctaecrucis,238.5459336,284.6013123,197.0708083,3521.453606,1149.888671,650.6348721,Columbiformes
Alopecoenas_stairi,242.5114263,292.7032756,198.7758688,2713.729598,1062.36058,356.1530849,Columbiformes
Alopecoenas_xanthonurus,265.2191514,302.0103201,227.5180144,2207.720943,948.2215421,274.3250474,Columbiformes
Alophoixus_bres,240.9191127,299.1271986,178.8546397,2780.029296,1105.571507,288.533122,Passeriformes
Alophoixus_flaveolus,211.0141502,303.3567848,81.00897828,2018.100801,1150.336894,39.42582513,Passeriformes
Alophoixus_frater,262.8942416,314.8082973,214.6730555,1991.109609,897.939577,88.28646913,Passeriformes
Alophoixus_griseiceps,264.6362992,377.2639729,150.7172058,2340.802522,1493.444236,10.71901257,Passeriformes
Alophoixus_ochraceus,249.8273919,313.6387378,186.5530045,2239.319601,904.6839074,240.4743654,Passeriformes
Alophoixus_pallidus,220.2584108,312.1614367,107.0411163,1599.051689,862.4004154,56.86884883,Passeriformes
Alophoixus_phaeocephalus,255.5608392,305.5741367,209.079198,2826.558068,927.1633908,476.4428975,Passeriformes
Alophoixus_ruficrissus,240.5348733,283.7287541,199.6786761,3226.697141,954.7505479,619.6781159,Passeriformes
Alophoixus_tephrogenys,263.619724,315.0005295,216.4760845,2744.498633,928.3210355,442.5300479,Passeriformes
Alopochelidon_fucata,213.2413575,316.0222003,103.5413504,1260.296069,518.001457,131.1552313,Passeriformes
Alopoglossus_angulatus,259.7285974,324.315967,197.9959299,2365.921047,913.5293916,268.4515989,Lacertoidea
Alopoglossus_buckleyi,258.6405634,317.636706,198.2827308,2590.759353,819.8205377,451.4779122,Lacertoidea
Alopoglossus_copii,257.7887926,312.8548959,203.3418723,2961.547848,920.441589,564.2013938,Lacertoidea
Alopoglossus_festae,228.5497439,281.0703032,178.3749167,2833.198091,1120.6882,400.4837007,Lacertoidea
Alouatta_arctoidea,262.6064972,332.1161334,200.2394769,1411.30227,678.8433539,49.83400293,Primates
Alouatta_belzebul,259.1246715,329.5559653,191.7407165,1953.795676,935.5225023,91.18015108,Primates
Alouatta_caraya,238.3637492,325.2864561,138.3588829,1428.439447,655.6244464,81.25195375,Primates
Alouatta_discolor,256.8394852,337.8484301,179.1351199,2201.697748,985.4080263,102.1502531,Primates
Alouatta_guariba,200.9449184,288.8444616,105.8384925,1407.898322,532.7747911,209.7468232,Primates
Alouatta_juara,250.815356,311.1920401,193.0833698,2556.81736,876.2079418,370.7396087,Primates
Alouatta_macconnelli,259.619846,322.4776086,206.6105044,2288.197263,970.7183735,244.4189823,Primates
Alouatta_nigerrima,266.3646477,332.4231764,203.7225367,2236.276926,909.348338,203.6651021,Primates
Alouatta_palliata,245.7888643,311.2727248,184.9527562,2422.234358,1000.681631,207.4223596,Primates
Alouatta_pigra,251.0392027,330.5896929,167.7796639,1720.062963,740.7357401,146.6572161,Primates
Alouatta_puruensis,255.2160831,326.0468045,181.1674613,2176.875169,900.7316979,146.7732133,Primates
Alouatta_sara,250.2266809,326.1369326,160.4119765,1826.465631,799.6319896,158.5342622,Primates
Alouatta_ululata,265.9255423,337.7783057,201.1268649,1315.399663,794.4515049,25.78367838,Primates
Alsodes_australis,60.5217662,144.0372112,-8.347357718,2192.779638,674.3830539,451.9091467,Anura
Alsodes_barrioi,100.3298857,223.1962282,21.18204386,1516.269843,778.2308439,110.0235293,Anura
Alsodes_cantillanensis,116.2226791,259.775238,12.06033707,673.8758545,442.1090393,9.417579651,Anura
Alsodes_coppingeri,68.54412053,154.1871745,-2.117809099,1682.051693,483.0529521,371.1372884,Anura
Alsodes_gargola,62.52738601,192.3385827,-32.46967352,1072.97694,475.4150641,126.0185581,Anura
Alsodes_hugoi,79.1802002,233.8825134,-30.36713295,976.0068237,555.1623657,49.46613312,Anura
Alsodes_igneus,80.08877563,212.7982788,-2.188289642,1930.499268,893.7618408,181.7119293,Anura
Alsodes_kaweshkari,66.31868362,144.6568565,0.568683594,2826.159363,778.2824554,639.431778,Anura
Alsodes_montanus,54.80958163,196.2554022,-57.29916921,681.2078581,398.3025329,26.06961291,Anura
Alsodes_monticola,78.22846031,149.0111961,19.33002567,2517.947998,694.4733734,573.0824127,Anura
Alsodes_neuquensis,81.50572806,238.4197714,-21.88607753,554.6614232,281.9573086,48.86865139,Anura
Alsodes_nodosus,141.0563094,275.2048257,40.02441187,566.5588338,365.1638472,12.67585284,Anura
Alsodes_norae,98.00686264,208.0556602,24.15160322,2213.919556,997.7880402,211.9627419,Anura
Alsodes_tumultuosus,-33.76909542,96.81233978,-143.9971746,456.3387349,238.4527232,32.36880493,Anura
Alsodes_valdiviensis,97.10059865,202.8619127,23.17840502,2012.929888,915.3354709,197.8174706,Anura
Alsodes_vanzolinii,113.2949894,228.8282154,34.358691,1372.200199,751.901798,82.29607762,Anura
Alsodes_verrucosus,75.47754248,211.7587802,-10.70581194,1856.238133,837.5562134,195.8565328,Anura
Alsodes_vittatus,89.94547817,248.506328,-0.602261025,1950.156058,995.4021258,154.7294486,Anura
Alsophis_antillensis,247.5979278,297.5644126,189.251617,1972.042249,698.1048453,262.9199491,Serpentes
Alsophis_manselli,252.5366577,302.6118469,200.6609497,1736.1875,586.0795288,276.7894348,Serpentes
Alsophis_rijgersmaei,269.6987644,313.0252414,223.4626244,1003.254612,359.4032627,156.0903032,Serpentes
Alsophis_rufiventris,254.6405378,297.9864873,206.5755931,1404.14999,489.9396406,211.7441962,Serpentes
Alsophylax_laevis,148.3768517,370.5376694,-51.34705229,155.1713626,69.07999548,6.948708532,Gekkota
Alsophylax_loricatus,75.96675723,276.7219914,-103.6290916,592.3104291,277.9650059,21.29739062,Gekkota
Alsophylax_pipiens,61.72562998,303.1174382,-171.5527376,198.6050312,75.33390102,27.94226026,Gekkota
Alsophylax_przewalskii,109.7671828,333.4117615,-144.3499723,39.45112142,24.06584726,1.564342103,Gekkota
Alsophylax_szczerbaki,132.8721965,360.5403985,-73.14770722,109.5963548,51.31082144,6.182748196,Gekkota
Alsophylax_tadjikiensis,148.8378985,355.5541457,-26.51655204,442.692347,231.6344538,2.615755915,Gekkota
Altiphrynoides_malcolmi,78.92779067,155.1268884,4.578001886,1213.503405,443.7515722,123.7166172,Anura
Altiphylax_levitoni,102.638227,316.6281291,-121.7516559,257.1503685,148.6662165,5.405813944,Gekkota
Altiphylax_stoliczkai,13.48679896,197.5975497,-167.1399123,326.0305032,130.222317,38.37602679,Gekkota
Altiphylax_tokobajevi,-19.01183961,186.928856,-244.6723619,289.4878901,136.7729923,27.552934,Gekkota
Alytes_cisternasii,147.9233954,315.4958253,29.94239615,561.8902624,215.074263,40.01039035,Anura
Alytes_dickhilleni,135.7480778,311.5327687,9.200987619,508.2197684,180.9601727,43.49149005,Anura
Alytes_maurus,144.0771742,311.3228836,14.71304534,770.5574592,361.9492431,20.58287258,Anura
Alytes_muletensis,146.2902603,269.1217906,47.94134363,676.0496267,262.1877988,69.06940873,Anura
Alytes_obstetricans,108.4659918,247.2411111,-1.636557201,777.5583382,243.4331538,144.0672943,Anura
Amadina_erythrocephala,190.3473246,314.6950971,34.83007377,401.2423626,221.6460962,12.58633984,Passeriformes
Amadina_fasciata,248.9487272,359.222028,126.9893379,570.2753723,367.4134398,11.32842347,Passeriformes
Amalocichla_incerta,183.7288014,243.8230536,127.6033429,3082.741774,943.8799196,584.3951206,Passeriformes
Amalocichla_sclateriana,122.1612294,188.3635976,62.95848515,3330.753437,975.6391267,702.5893647,Passeriformes
Amalosia_jacovae,193.8240755,299.9253697,64.60774283,999.1745182,412.1891135,126.6854862,Gekkota
Amalosia_lesueurii,150.352392,275.3178046,18.81519732,908.0362889,324.1181127,150.8445658,Gekkota
Amalosia_obscura,268.5102339,356.7712391,153.9703335,1032.986111,731.6386635,12.71028416,Gekkota
Amalosia_rhombifer,250.8739459,359.5320482,116.1593342,793.4496308,506.2553775,24.51251156,Gekkota
Amandava_amandava,235.1590421,349.2744274,104.5929944,1506.942259,886.6542243,55.93217361,Passeriformes
Amandava_formosa,258.9533021,406.1756462,116.605077,1090.978898,845.3537837,14.6177672,Passeriformes
Amandava_subflava,223.69325,319.1134823,117.9570783,1124.088657,591.6314051,30.90983634,Passeriformes
Amapasaurus_tetradactylus,264.7804103,325.2408496,220.2130428,2343.318495,950.7684537,192.3729333,Lacertoidea
Amastridium_sapperi,246.9140532,315.5307174,177.773318,2653.465604,1129.434925,229.3024496,Serpentes
Amastridium_veliferum,254.492443,314.8984555,200.1746876,3771.441763,1337.03703,449.3242127,Serpentes
Amaurocichla_bocagii,210.3510017,257.1991215,160.0720711,2816.243149,1132.404442,94.14269543,Passeriformes
Amaurospiza_moesta,196.6383711,285.4212023,101.2895955,1563.15504,615.4374487,194.9116117,Passeriformes
Amaurospiza_relicta,210.206999,314.497534,103.7591174,1229.208756,763.3499763,22.04967786,Passeriformes
Amazona_aestiva,231.8748478,319.0552444,133.9476035,1273.246296,590.9910343,77.83390598,Psittaciformes
Amazona_agilis,235.6694065,287.8773406,183.1526062,1987.812874,768.5149911,237.6491888,Psittaciformes
Amazona_albifrons,245.1874655,332.8030214,155.0717386,1478.360475,726.1573494,80.4475876,Psittaciformes
Amazona_amazonica,254.7602242,324.4315373,185.0423117,2088.303723,871.8908983,198.2467041,Psittaciformes
Amazona_arausiaca,238.1195253,288.0158153,183.456596,2619.259717,894.2962598,378.5684598,Psittaciformes
Amazona_auropalliata,256.5462301,329.4779517,187.7903964,2103.130892,1010.483942,74.51578228,Psittaciformes
Amazona_autumnalis,244.7979081,320.4568922,169.688255,2224.779168,905.3881979,198.6760889,Psittaciformes
Amazona_barbadensis,256.8708339,312.039703,198.0385205,841.5090927,359.8766511,71.68842259,Psittaciformes
Amazona_bodini,270.1123619,334.5381022,215.3945887,1849.390255,843.0045919,133.0382172,Psittaciformes
Amazona_brasiliensis,214.1352481,295.8547828,131.3523586,2079.545162,851.0091671,270.7793047,Psittaciformes
Amazona_collaria,229.3836809,281.7072033,176.706171,2042.230509,790.6811709,241.8839338,Psittaciformes
Amazona_diadema,270.363889,325.8812409,222.5133311,2382.90627,894.7918119,303.5949487,Psittaciformes
Amazona_dufresniana,259.0467271,321.0510819,209.5053181,2269.833931,922.8874258,256.7769034,Psittaciformes
Amazona_farinosa,255.6381815,321.7432034,190.9467814,2308.814984,921.0511007,245.9485099,Psittaciformes
Amazona_festiva,265.6461283,323.3179809,212.8746642,2452.483233,922.5657159,312.0154171,Psittaciformes
Amazona_finschi,217.3516121,325.759237,99.6560709,1126.447122,736.7289656,27.45470251,Psittaciformes
Amazona_guatemalae,251.530732,326.2860438,177.9590388,2253.658947,964.0292643,184.5778218,Psittaciformes
Amazona_guildingii,241.5661926,289.5661926,188.2826538,2426.726807,814.9776611,314.2341003,Psittaciformes
Amazona_imperialis,227.2551778,277.0829213,172.9607684,2902.470357,955.5023142,435.934494,Psittaciformes
Amazona_kawalli,263.2585988,329.99403,198.1045746,2333.582092,943.9381402,187.4010305,Psittaciformes
Amazona_leucocephala,249.9234331,324.0516803,167.9669476,1332.115125,542.0428812,117.965849,Psittaciformes
Amazona_lilacina,244.9929471,304.8632992,185.9402899,1094.891484,715.2653094,24.55798522,Psittaciformes
Amazona_mercenarius,159.3611236,228.6609622,84.00226538,1659.968906,641.2011944,196.58412,Psittaciformes
Amazona_ochrocephala,258.5319649,324.4381039,195.6826642,2270.231594,907.8335818,234.539538,Psittaciformes
Amazona_oratrix,247.608614,338.1907461,150.4304942,1564.603995,767.7389292,109.0834958,Psittaciformes
Amazona_pretrei,189.8146175,295.5670025,90.32964717,1649.076815,467.1497916,354.4487638,Psittaciformes
Amazona_rhodocorytha,231.9499937,289.2342231,171.1404799,1333.734091,437.6286997,235.8640998,Psittaciformes
Amazona_tucumana,197.6209519,304.686934,63.83380932,790.9605036,443.194258,18.52168661,Psittaciformes
Amazona_ventralis,234.0237438,304.3116418,157.1376904,1529.71638,548.4060376,189.7276585,Psittaciformes
Amazona_versicolor,249.8665087,299.7120135,197.0136482,2055.384317,737.8871499,258.8892625,Psittaciformes
Amazona_vinacea,190.4076494,284.1576702,89.70947752,1569.002541,568.8214997,246.8208263,Psittaciformes
Amazona_viridigenalis,205.7016366,341.388426,74.90410213,771.5875322,338.5732435,75.8319123,Psittaciformes
Amazona_vittata,242.6800351,306.541997,171.1026065,1809.282124,650.1826564,230.9541,Psittaciformes
Amazona_xantholora,257.2374123,342.0779602,166.6190523,1170.559436,522.7682272,97.28246954,Psittaciformes
Amazophrynella_bokermanni,272.3470109,332.6589386,224.2095584,2316.088752,958.3503173,259.3856131,Anura
Amazophrynella_minuta,259.4046698,325.0290129,196.4523908,2344.085047,920.8392144,257.9837578,Anura
Amblycercus_holosericeus,234.5781099,306.5995511,161.0679558,2061.900283,865.7956086,187.2947633,Passeriformes
Amblyodipsas_concolor,201.5967688,287.2614277,88.23249835,910.0770529,404.9930929,68.45581816,Serpentes
Amblyodipsas_microphthalma,230.0098983,325.4059126,107.4141636,633.8185134,316.3780283,43.34359443,Serpentes
Amblyodipsas_rodhaini,227.9248626,314.8226354,128.6285996,1212.136624,584.7099101,9.107946023,Serpentes
Amblyodipsas_teitana,216.8028615,298.4862569,145.2862956,1031.704203,428.7555847,61.07767614,Serpentes
Amblyodipsas_ventrimaculata,209.4494476,330.0569904,50.28722285,434.5222607,270.3652665,2.383967124,Serpentes
Amblyornis_flavifrons,214.4918469,267.9965704,162.9035236,2931.185752,922.4595911,580.2119836,Passeriformes
Amblyornis_inornata,212.5240808,259.6898009,171.7007123,2995.601943,870.4479368,614.2264682,Passeriformes
Amblyornis_macgregoriae,172.0128776,233.943363,114.1767978,3177.081899,965.9089719,613.0174664,Passeriformes
Amblyornis_subalaris,197.7915644,263.1788099,140.599049,2670.678649,1004.777944,341.2706912,Passeriformes
Amblyospiza_albifrons,224.2829843,308.4521042,134.0874358,1142.650725,535.9407955,58.07424069,Passeriformes
Amblyramphus_holosericeus,206.6434645,317.555264,98.92113016,1293.057844,456.0949628,188.6596656,Passeriformes
Ambystoma_altamirani,141.9784586,244.8245445,29.81450202,1129.506828,676.4938524,37.6201844,Caudata
Ambystoma_amblycephalum,149.6520386,263.6864014,41.40311813,1090.547852,663.8862915,35.65213776,Caudata
Ambystoma_andersoni,141.778717,255.4494476,22.59290695,1143.030029,707.8775024,28.75704956,Caudata
Ambystoma_annulatum,138.1669095,324.4684532,-55.90003583,1125.20509,350.1791576,202.7768048,Caudata
Ambystoma_barbouri,122.0009786,302.5402643,-60.92628518,1144.199692,338.1113485,239.1453292,Caudata
Ambystoma_bishopi,191.6302594,327.1507153,37.83665241,1485.877884,480.6123381,278.4962678,Caudata
Ambystoma_bombypellum,137.4549179,247.2302742,18.32588243,872.4932556,490.1367874,37.30211735,Caudata
Ambystoma_californiense,153.1612114,325.5499392,23.3592549,423.8008442,220.6697507,5.344957928,Caudata
Ambystoma_cingulatum,192.5325884,330.7307824,37.980034,1296.947574,462.2233228,216.8321186,Caudata
Ambystoma_flavipiperatum,178.5814667,304.2814581,53.89737077,883.5757335,584.4473489,23.13655611,Caudata
Ambystoma_gracile,68.80271307,215.3981147,-37.68951427,1581.199611,699.7461499,143.419721,Caudata
Ambystoma_granulosum,139.9806061,247.5791844,18.69070898,924.6054949,544.0916835,43.49531065,Caudata
Ambystoma_jeffersonianum,94.40139246,280.6357506,-89.21787524,1074.975362,314.4938263,219.7183806,Caudata
Ambystoma_laterale,23.67278801,236.163451,-203.5081554,898.9112036,300.0933606,151.355025,Caudata
Ambystoma_leorae,95.39877701,194.2744522,-8.442345142,990.1870117,549.6246643,30.22286701,Caudata
Ambystoma_lermaense,138.7985115,240.971077,20.63449192,829.5437775,464.2922058,38.38950348,Caudata
Ambystoma_mabeei,165.9397615,320.1817685,1.465148905,1238.799158,415.4944319,234.8267307,Caudata
Ambystoma_macrodactylum,40.38030576,224.956679,-109.9089721,826.5936763,325.2767276,106.3448053,Caudata
Ambystoma_maculatum,92.46894145,279.6126029,-101.7084915,1104.533803,338.1077945,212.482912,Caudata
Ambystoma_mavortium,91.40131751,302.5259782,-110.0969129,441.8792617,187.087454,50.68464048,Caudata
Ambystoma_mexicanum,119.2396744,223.1775818,4.184795237,1089.503235,637.3338379,32.92934837,Caudata
Ambystoma_opacum,149.8232185,316.8870495,-23.96630236,1252.95971,376.7662398,248.0064247,Caudata
Ambystoma_ordinarium,178.2534858,290.9616088,65.90323197,1058.203946,631.8038064,32.36190173,Caudata
Ambystoma_rivulare,133.0126537,232.9843181,32.72696871,1177.134111,691.0342796,35.77974007,Caudata
Ambystoma_rosaceum,163.0511248,304.5668708,16.81220901,793.7998297,497.6369894,38.3482493,Caudata
Ambystoma_silvense,126.4948809,247.8844997,3.346097068,797.3052423,485.9523997,40.8576106,Caudata
Ambystoma_talpoideum,171.9858368,327.6385618,5.064916336,1350.426215,416.3130214,256.5144296,Caudata
Ambystoma_taylori,145.1566772,248.8907928,30.33147812,432.8686523,207.6562805,18.06149292,Caudata
Ambystoma_texanum,150.8341156,326.630717,-32.72253624,1116.530678,351.1263178,197.933149,Caudata
Ambystoma_tigrinum,111.7486689,307.7535513,-79.73370297,546.5101935,224.7677317,66.31763453,Caudata
Ambystoma_velasci,171.7087953,308.6178541,26.60342682,558.3451325,335.2681217,26.79440492,Caudata
Ameerega_bassleri,238.5153772,304.4129903,166.6455818,1450.458423,459.131259,246.6227327,Anura
Ameerega_berohoka,234.7415666,317.1536611,131.4856434,1641.253916,808.1913719,46.17330242,Anura
Ameerega_bilinguis,252.8272619,309.1119074,197.9255055,3132.481294,979.781651,595.2376698,Anura
Ameerega_boehmei,242.6577497,331.6017224,141.7351496,1135.949343,470.168549,107.1165188,Anura
Ameerega_boliviana,220.3170376,289.8305021,140.8760787,1508.344602,673.0006383,126.0221208,Anura
Ameerega_braccata,248.2648738,328.0337582,147.6865944,1457.06455,678.2277349,67.41965385,Anura
Ameerega_cainarachi,250.7594972,321.0124679,174.1698239,1484.094729,465.6354686,271.3510983,Anura
Ameerega_flavopicta,237.7759543,316.5979814,146.8613203,1548.367362,775.6998179,36.15498878,Anura
Ameerega_hahneli,260.9504879,323.4689776,201.659687,2428.61116,918.9889935,293.3599916,Anura
Ameerega_ignipedis,258.6070633,326.432579,185.5727539,1958.642883,705.9411392,210.9789085,Anura
Ameerega_macero,251.7003027,321.2531819,173.4532043,2030.106907,776.492794,189.9187629,Anura
Ameerega_parvula,254.9604265,311.6857787,198.7933541,2880.283952,859.8174249,583.4617024,Anura
Ameerega_pepperi,244.9308234,311.831417,168.766085,2070.512925,654.6050491,310.6225007,Anura
Ameerega_petersi,257.7336285,326.8317877,183.5161393,1894.963155,663.8754544,239.2718168,Anura
Ameerega_picta,253.4264713,324.0952961,174.1324168,2043.304076,800.746138,206.8338713,Anura
Ameerega_planipaleae,165.7454325,247.1458181,66.94182714,1190.110718,512.465627,98.52030691,Anura
Ameerega_pongoensis,254.6263061,324.2036596,180.1463426,1766.255197,558.0708144,295.1981304,Anura
Ameerega_pulchripecta,260.2272507,322.833617,214.5384746,2528.048953,1036.861564,157.5242608,Anura
Ameerega_rubriventris,234.0670501,308.3464194,156.1465886,2919.865106,1041.176091,360.8695429,Anura
Ameerega_shihuemoy,239.5586209,303.1031359,170.1397776,3549.651209,1369.203026,474.7185929,Anura
Ameerega_silverstonei,222.8321122,298.6250633,140.3898911,2190.766768,777.8353486,275.6257648,Anura
Ameerega_simulans,245.8271332,310.6974487,173.6398158,3297.548523,1318.371284,405.7208108,Anura
Ameerega_smaragdina,247.6547165,312.5147095,177.0920486,2588.603394,995.1665039,297.7323608,Anura
Ameerega_trivittata,261.0462411,323.9407012,200.9522765,2354.899588,917.5981835,274.4498367,Anura
Ameerega_yoshina,258.3577928,328.5059181,184.3187135,1889.734172,613.7375551,289.7204559,Anura
Ameerega_yungicola,221.573559,295.2796815,136.0989465,1599.006104,715.2628838,132.5903877,Anura
Ameiva_atrigularis,241.9687682,298.3502519,182.9078253,1675.548853,670.7119815,154.8905055,Lacertoidea
Ameiva_bifrontata,264.5630235,329.1599237,205.4194656,2112.713387,843.5400036,152.9685607,Lacertoidea
Ameiva_pantherina,268.4546206,332.0483135,204.7025704,1141.137104,521.6352704,78.96337592,Lacertoidea
Ameiva_praesignis,261.5536394,326.9415521,205.8383833,2599.540342,990.9133538,227.7359783,Lacertoidea
Ameiva_provitaae,179.8415673,240.726094,112.170159,1002.22703,361.6539748,84.70668939,Lacertoidea
Ameivula_abalosi,224.2327609,345.9545002,97.23423905,847.6322287,342.5007508,68.50766631,Lacertoidea
Ameivula_confusioniba,250.2430881,337.3694641,165.1388956,845.9615453,419.3629169,4.366373127,Lacertoidea
Ameivula_jalapensis,252.9428325,340.8818521,161.7720339,1453.137186,708.4629789,16.91930639,Lacertoidea
Ameivula_mumbuca,254.5897314,338.8480879,169.2496948,1529.80271,742.6690987,13.82397375,Lacertoidea
